以下是贵州省高考志愿填报专业分数线：
年份	生源地	科类	批次	院校名称	专业名称	专业备注	最低分	最低位次	最高分	平均分
2023	贵州	理科	本科一批	山东大学	材料类	材料类（材料科学与工程、材料成型及控制工程含先进材料创新人才基地班、卓越工程师培养计划）	594	4876	604	0
2023	贵州	理科	本科一批	山东大学	生物科学类	生物科学类（生物科学、生物技术、生态学、生物工程，含童第周、曾曾呈奎基地班、生命拔尖20班，泰山学堂王应、戴芳澜英才班；青岛校区）	594	4876	595	0
2023	贵州	理科	本科一批	山东大学	工商管理类	工商管理类（工商管理、会计学含工商管理创新实验班：不招收单色识别不全考生）	593	5008	600	0
2023	贵州	理科	本科一批	山东大学	药学类	药学类（药学、I临床药学，五年制，不招收色弱、色盲考生）	593	5008	596	0
2023	贵州	理科	本科一批	山东大学	管理科学与工程类	管理科学与工程类（工程管理、供应链管理含智能工程与管理创新实验班；不招收单色识别不全考生）	593	5008	599	0
2023	贵州	理科	本科一批	山东大学	土木类	智能建造与智慧交通（可向城市地下空间工程分流）	593	5008	597	0
2023	贵州	文科	本科一批	山东大学	法学类	"法学类（法学含""法学十英语""双学位班：青岛校区）"	638	391	643	0
2023	贵州	文科	本科一批	山东大学	中国语言文学类	中国语言文学类（汉语言文学，含闻一多基地班、口中文拔尖20班）	635	466	636	0
2023	贵州	文科	本科一批	山东大学	经济学类	经济学类（经济学、财政学、金融学、国际经济与贸易含经济学拔尖20班，薛暮桥班、彭实戈班、PPE新文科基地班等；不招收单色识别不全考生）	635	466	637	0
2023	贵州	文科	本科一批	山东大学	历史学类	历史学类（历史学、考古学、档案学含“考古十”拔尖20班，吴金鼎班）	634	495	635	0
2023	贵州	文科	本科一批	山东大学	工商管理类	工商管理类（工商管理、会计学含工商管理创新实验班：不招收单色识别不全考生）	630	602	633	0
2023	贵州	文科	本科一批	山东大学	社会学类	社会学类（社会学、社会工作、人类学）	629	623	634	0
2023	贵州	文科	本科一批	山东大学	外国语言文学类	外国语言文学类（英语、俄语，俄英双语、德语、法语、西班牙语、日语、朝鲜语，朝英双语、翻译可向国际组织与全球治理分流；含英语十法学”、英语十国际政治”双学位班）	628	655	633	0
2023	贵州	理科	本科一批	西北工业大学	计算机类	计算机科学与技术（计算机科学拔尖基地班）	645	821	645	0
2023	贵州	理科	本科一批	西北工业大学	航空航天类	航空航天类（飞行器设计与工程、计算机科学与技术，智慧三航本研衔接班）	633	1359	633	0
2023	贵州	理科	本科一批	西北工业大学	计算机类	计算机类（计算机科学与技术、数据科学与大数据技术、人工智能、物联网工程）	632	1409	634	0
2023	贵州	理科	本科一批	西北工业大学	电子信息类	电子信息类（电子信息工程、电子科学与技术、通信工程、探测制导与控制技术）	631	1468	637	0
2023	贵州	理科	本科一批	西北工业大学	计算机类	计算机类（网络空间安全、信息安全、保密技术网络安全）	631	1468	632	0
2023	贵州	理科	本科一批	西北工业大学	自动化类	自动化类（自动化、电气工程及其自动化、机器人工程）	628	1669	630	0
2023	贵州	理科	本科一批	西北工业大学	能源动力类	能源动力类（飞行器动力工程、能源与动力工程，航空动力与新能源试验班）	627	1724	628	0
2023	贵州	理科	本科一批	西北工业大学	生物科学类	生物技术（生命科学试验班）	625	1839	627	0
2023	贵州	理科	本科一批	西北工业大学	生物科学类	生态学（生态文明交又试验班）	625	1839	626	0
2023	贵州	理科	本科一批	西北工业大学	工商管理类	工商管理类（工商管理、会计学、市场营销，管理试验班）	624	1914	624	0
2023	贵州	理科	本科一批	西北工业大学	数学类	数学类（数学与应用数学、信息与计算科学、乡统计学）	624	1914	628	0
2023	贵州	理科	本科一批	西北工业大学	材料类	材料类（材料科学与工程、材料成型及控制工程、复合材料与工程、增材制造工程、高分子材料与工程、化学工程与工艺新材料与化工试验班）	624	1914	627	0
2023	贵州	理科	本科一批	西北工业大学	物理学类	物理学类（应用物理学、材料物理、光电信息科学与工程）	624	1914	630	0
2023	贵州	文科	本科一批	西北工业大学	经济与贸易类	经济与贸易类（国际经济与贸易、法学、行政管理）	616	1124	616	0
2023	贵州	理科	本科一批	厦门大学	计算机类	数据科学与大数据技术（思明校区）	643	910	643	0
2023	贵州	理科	本科一批	厦门大学	统计学类	统计学类（统计学招收的考全部进入统计学国际化专业建设计划，专业课程采用全英文授课思明校区）	639	1073	639	0
2023	贵州	理科	本科一批	厦门大学	工商管理类	会计学（含会计学、财务管理、宙审计学专业，思明校区）	628	1669	648	0
2023	贵州	理科	本科一批	厦门大学	人文科学试验班	人文科学试验班（汉语言文学、戏剧影视文学、汉语言、历史学、考古学、哲学，专业分流后到戏剧影视文学专业学费9360元／学年，思明校区）	627	1724	627	0
2023	贵州	理科	本科一批	厦门大学	工商管理类	工商管理类（人力资源管理、工商管理、市场营销，含数智营销方向、旅游管理，思明校区）	624	1914	624	0
2023	贵州	理科	本科一批	厦门大学	计算机类	计算机类（计算机科学与技术、网络空间安全、人工智能、软件工程、数字媒体技术软件工程、数字媒体技术专业三、四年级按学分收费，400元／学分，两年不超过80学分。翔安校区）	624	1914	634	0
2023	贵州	理科	本科一批	厦门大学	经济学类	经济学类（金融学、金融工程、贝财政学、税收学、国际经济与贸易、国际商务、经济学、经济统计学思明校区）	623	1977	633	0
2023	贵州	理科	本科一批	厦门大学	数学类	数学类（数学与应用数学、统计学、信息与计算科学思明校区）	622	2061	623	0
2023	贵州	理科	本科一批	厦门大学	物理学类	物理学类（物理学、天文学思明校区）	622	2061	622	0
2023	贵州	理科	本科一批	厦门大学	电子信息类	电子信息类（电子信息工程、集成电路设计与集成系统、微电子科学与工程、电子信息科学与技术、电磁场与无线技术、通信工程集成电路设计与集成系统专业三、四年级按学分收费，400元／学分，两年不超过80学分。翔安校区）	622	2061	626	0
2023	贵州	理科	本科一批	厦门大学	口腔医学类	口腔医学（翔安校区）	620	2214	623	0
2023	贵州	理科	本科一批	厦门大学	临床医学类	临床医学（翔安校区，医学类）	619	2289	626	0
2023	贵州	理科	本科一批	厦门大学	中医学类	中医学（翔安校区）	617	2457	618	0
2023	贵州	理科	本科一批	厦门大学	工科试验班	工科试验班（机械设计制造及其自动化、测控技术与仪器、电气工程及其自动化、自动化、飞行器设计与工程、飞行器动力工程，专业分流后到飞行器动力工程，，飞行器设计与工程专业学费6760元／学年。翔安校区）	617	2457	626	0
2023	贵州	理科	本科一批	厦门大学	化学类	化学类（化学、能源化学、化学生物学、化学测量学与技术、化学工程与工艺、生物工程、材料科学与工程，含化学化工材料类思明校区）	616	2539	630	0
2023	贵州	理科	本科一批	厦门大学	土木类	土木类（土木工程思明校区）	615	2617	617	0
2023	贵州	理科	本科一批	厦门大学	理科试验班	理科试验班（海洋科学、海洋技术、环境科学、生态学、环境生态工程海洋生态环境类，翔安校区）	608	3254	624	0
2023	贵州	理科	本科一批	厦门大学	理科试验班	理科试验班（生物科学、生物技术、预防医学、医医学检验技术生命科学与医学类其中顽防医学专业学制5年翔安校区）	602	3876	618	0
2023	贵州	理科	本科一批	厦门大学	建筑类	建筑类（建筑学、城乡规划思明校区）	601	3998	616	0
2023	贵州	理科	本科一批	厦门大学	药学类	药学（翔安校区，其他单列专业）福建）	596	4615	601	0
2023	贵州	理科	本科一批	厦门大学	临床医学类	临床医学（翔安校区，非西藏生定藏就）	594	4876	594	0
2023	贵州	理科	本科一批	厦门大学	电子信息类	通信工程（翔安校区）	573	8040	588	0
2023	贵州	理科	本科一批	厦门大学	公共卫生与预防医学类	预防医学（翔安校区）	570	8578	570	0
