以下是贵州省高考志愿填报专业分数线：
年份	生源地	科类	批次	院校名称	专业名称	专业备注	最低分	最低位次	最高分	平均分
2023	贵州	理科	本科一批	四川大学	医学技术类	医学技术类（学检验技术、矢学影像技术、眼视光学、康复治疗学国际课程认证；医学影像技术分为医学影像技术、放射治疗技术、超声医学技术等3个专业方向；康复治疗学分为物理治疗、作业治疗呼吸治疗、听力学与言语康复等4个专业方向。拥有国家级一流本科专业建设点）	605	3557	623	0
2023	贵州	理科	本科一批	四川大学	公共管理类	公共管理类（行政管理、劳动与社会保障、土地资源管理拥有国家级一流本科专业建设点）	604	3662	609	0
2023	贵州	理科	本科一批	四川大学	生物科学类	生物科学类（生物科学、生态学，国家级基础学科拔尖学生培养计划20”，国家基础学科人才培养基地，拥有国家级一流本科专业建设点）	603	3771	612	0
2023	贵州	理科	本科一批	四川大学	新闻传播学类	新闻传播学类（新闻学、广告学、网络与新媒体，拥有国家级一流本科专业建设点）	601	3998	612	0
2023	贵州	理科	本科一批	四川大学	管理科学与工程类	管理科学与工程类（工业工程、管理科学，管理与工程交创新人才，拥有国家级一流本科专业建设点）	601	3998	605	0
2023	贵州	理科	本科一批	四川大学	物理学类	物理学类（物理学、物理学，基地班国家基础学科人才培养基地，国家级基础学科拔尖学生培养计划20”）	600	4112	626	0
2023	贵州	理科	本科一批	四川大学	工科试验班	工科试验班（绿色能源与智慧建造，含水利科学与工程、城市地下空间工程、能源与动力工程专业：教育部“卓越工程师”计划，拥有国家级一流本科专业建设点）	600	4112	617	0
2023	贵州	理科	本科一批	四川大学	建筑类	建筑学（国家级一流本科专业建设点）	599	4233	616	0
2023	贵州	理科	本科一批	四川大学	土木类	土木工程（国家级一流本科专业建设点）	599	4233	603	0
2023	贵州	理科	本科一批	四川大学	公共卫生与预防医学类	预防医学（国家级一流本科专业建设点）	599	4233	611	0
2023	贵州	理科	本科一批	四川大学	工科试验班	工科试验班（动力装备与安全含过程装备与控制工程专业；国家级一流本科专业建设点）	599	4233	606	0
2023	贵州	理科	本科一批	四川大学	材料类	高分子材料与工程（教育部卓越工程师计划，国家级一流本科专业建设点）	598	4345	612	0
2023	贵州	理科	本科一批	四川大学	药学类	药学（学校“基础学科拔尖学生培养计划20”，国家级一流本科专业建设点）	598	4345	622	0
2023	贵州	理科	本科一批	四川大学	化学类	化学类（化学、应用化学、化学，基地班国家级“基础学科拔尖学生培养计划20”，国家基础学科人才培养基地，压家级一流本科专业建设点）	598	4345	617	0
2023	贵州	理科	本科一批	四川大学	工商管理类	工商管理类（市场营销、财务管理、人力资源管理拥有国家级一流本科专业建设点）	598	4345	609	0
2023	贵州	理科	本科一批	四川大学	材料类	材料类（新能源与纳米材料含新能源材料与器件、材料科学与工程专业；交叉创新班，拥有国家级一流本科专业建设点）	598	4345	611	0
2023	贵州	理科	本科一批	四川大学	工科试验班	工科试验班（食品健康与安全含生物工程，轻工生物方向、食品科学与工程专业：拥有国家级一流本科专业建设点）	598	4345	599	0
2023	贵州	理科	本科一批	四川大学	工科试验班	工科试验班（绿色化工与生物医药，含化学工程与工艺、制药工程、生物工程专业；教育计划，拥有国家级一流本科专业建设点）	598	4345	610	0
2023	贵州	文科	本科一批	四川大学	中国语言文学类	汉语言文学（基地班国家基础学科人才培养基地，国家级一流本科专业建设点）	644	263	644	0
2023	贵州	文科	本科一批	四川大学	经济学类	经济学类（国际经济与贸易、经济学、国民经济管理、财政学，“经济十”交又培养，学校基础学科拔尖学生培养计戈划20”，拥有国家级一流本科专业建设点）	638	391	642	0
2023	贵州	文科	本科一批	四川大学	历史学类	历史学类（历史学、考古学、文物与博物馆学，国家级“基础学科拔尖学生培养计戈20”，拥有国家级一流本科专业建设点）	638	391	639	0
2023	贵州	文科	本科一批	四川大学	中国语言文学类	中国语言文学类（汉语言文学、汉语国际教育国家级基础学科拔尖学生培养计划20”，拥有国家级一流本科专业建设点）	638	391	646	0
2023	贵州	文科	本科一批	四川大学	新闻传播学类	新闻传播学类（新闻学、广告学、网络与新媒体，拥有国家级一流本科专业建设点）	635	466	636	0
2023	贵州	文科	本科一批	四川大学	工商管理类	会计学（ACCA方向国家级一流本科专业建设点。该专业对数学要求较高。学费之外另收培训费用7600元／年，不包括ACCA注册费、全球统一考试费、孝教材费、ACCA年费等）	634	495	640	0
2023	贵州	文科	本科一批	四川大学	人文科学试验班	人文科学试验班（信息管理含档案学、信息资源管理专业;拥有国家级一流本科专业建设点）	632	548	638	0
2023	贵州	文科	本科一批	四川大学	外国语言文学类	英语（国家级一流本科专业建设点，英语）	628	655	636	0
2023	贵州	文科	本科一批	四川大学	政治学类	国际政治	626	713	637	0
2023	贵州	文科	本科一批	四川大学	公共管理类	公共管理类（行政管理、劳动与社会保障、土地资源管理拥有国家级一流本科专业建设点）	625	741	642	0
2023	贵州	理科	本科一批	哈尔滨工业大学	工科试验班	工科试验班（飞行器设计与工程、自动化、电气工程及其自动化、微电子科学与工程、通信工程、电子信息工程、计算机科学与技术、数据科学与大数据技术、信息安全、机械电子工程、机器人工程、焊接技术与工程、材料科学与工程、电子封装技术、能源与动力工程、飞行器动力工程、智能感知工程英才本硕博读校本部理工专业任选，本硕博贯通培养。硕士、博士阶段学制、学费等按学校研究生有关规定执行）	655	531	663	0
2023	贵州	理科	本科一批	哈尔滨工业大学	工科试验班	工科试验班（机械设计制造及其自动化、机械电子工程、飞行器制造工程、工业工程、机器人工程、智能制造工程、仿生科学与工程、焊接技术与工程、电子封装技术、能源与动力工程、飞行器动力工程、核工程与核技术、储能科学与工程、精密仪器、智能感知工程、测控技术与仪器机器人与智能装备本专业类内任选专业）	649	688	649	0
2023	贵州	理科	本科一批	哈尔滨工业大学	工科试验班	工科试验班（通信工程、电磁场与无线技术、电子信息工程、遥感科学与技术、信息对抗技术、智能测控工程、计算机科学与技术、信息安全、网络空间安全、物联网工程、软件工程、人工智能、数据科学与大数据技术、光电信息科学与工程计算机与电子通信本专业类内任选专业）	648	722	651	0
2023	贵州	理科	本科一批	哈尔滨工业大学	工科试验班	工科试验班（复合材料与工程、智能材料与结构、飞行器设计与工程，飞行器环境与生命保障工程、空间科学与技术、电子科学与技术、微电子科学与工程、自动化、探测制导与控制技术、智能装备与系统、电气工程及其自动化、建筑电气与智能化、能源互联网工程、光电信息科学与工程光学工程方向，航天与自动化本专业类内任选专业）	648	722	654	0
2023	贵州	理科	本科一批	哈尔滨工业大学	工科试验班	工科试验班（机械设计制造及其自动化、机械电子工程、飞行器制造工程、工业工程、机器人工程、智能制造工程、仿生科学与工程、焊接技术与工程、电子封装技术、能源与动力工程、飞行器动力工程、核工程与核技术、个储能科学与工程、精密仪器、智能感知工程、测控技术与仪器机器人与智能装备）	631	1468	639	0
2023	贵州	理科	本科一批	哈尔滨工业大学	经济管理试验班	经济管理试验班（信息管理与信息系统、大数据管理与应用、计算金融、数字经济、统计学）	630	1536	630	0
2023	贵州	文科	本科一批	哈尔滨工业大学	经济管理试验班	经济管理试验班（经济学、社会学、法学人文）	624	789	624	0
2023	贵州	文科	本科一批	哈尔滨工业大学	政治学类	国际组织与全球治理	623	826	623	0
2023	贵州	文科	本科一批	哈尔滨工业大学	建筑类	建筑类（建筑学、城乡规划、风景园林智慧人居类）	622	868	622	0
2023	贵州	文科	本科一批	哈尔滨工业大学	外国语言文学类	英语（英语）	621	923	621	0
2023	贵州	文科	本科一批	哈尔滨工业大学	经济管理试验班	经济管理试验班（电子商务、工商管理、市场营销、会计学、财务管理、国际经济与贸易、金融学）	621	923	626	0
2023	贵州	理科	本科一批	北京协和医学院	护理学类	护理学	568	8939	577	0
2023	贵州	理科	本科一批	同济大学	临床医学类	临床医学（5+3一体化，本硕衔接培养，四证合一，合格毕业生同时获执业医师资格证、住院矢师规范化培训合格证书、硕土研究生毕业证和学位证。可参加拔尖人才培养特区选拔。该专业不招色盲、色弱考生）	649	688	659	0
2023	贵州	理科	本科一批	同济大学	工科试验班	工科试验班（国豪精英班工科拔尖人才培养计划。所有工科专业任选，本博贯通培养。专业确认后按专业标准收费）	649	688	653	0
2023	贵州	理科	本科一批	同济大学	医学试验班	医学试验班（基础医学国豪精英班医科拔尖人才培养计划。本博贯通培养。该专业不招色盲、色弱考生）	646	784	646	0
2023	贵州	理科	本科一批	同济大学	医学试验班	医学试验班（临床医学，本博贯通培养、临床医学、口腔医学、生物技术，四年制、生物信息学，四年制，可参加拔尖人才培养特区选拔。该专业不招色盲、色弱考生。分流专业中生物技术和生物信息学二年级起每年收费标准7700元）	642	944	652	0
2023	贵州	理科	本科一批	同济大学	工科试验班	工科试验班（计算机科学与技术、信息安全、数据科学与大数据技术、电气工程及其自动化、自动化、讠通信工程、人工智能、微电子科学与工程、软件工程、测绘工程、光电信息科学与工程信息类含双学位培养项目：光电信息科学与工程一应用物理学，测绘工程一应用物理学，视觉传达设计一人工智能。可参加拔尖人才培养特区选拔。该专业分流专业中软件工程专业三、四年级每年收费标准16000元，测绘工程专业二年级起每年收费标准7700元）	640	1032	649	0
2023	贵州	理科	本科一批	同济大学	经济管理试验班	经济管理试验班（工程管理、信息管理与信息系统、物流管理、会计学、金融学，含双学位培养项目：金融学一数学与应用数学，环境科学一会计学。可参加拔尖人才培养特区选拔）	637	1166	644	0
2023	贵州	理科	本科一批	同济大学	工科试验班	工科试验班（交通工程、交通运输、车辆工程，汽车，五年制、车辆工程，智能交通与车辆类含双学位培养项目：交通工程一数学与应用数学。可参加拔尖人才培养特区选拔）	636	1210	640	0
2023	贵州	理科	本科一批	同济大学	理科试验班	理科试验班（海洋科学、工程力学、数学与应用数学、统计学、应用物理学含双学位培养项目：金融学一数学与应用数学，光电信息科学与工程一应用物理学，十木工程一数学与应用数学，环境工程一数学与应用数学，交通工程一数学与应用数学，测绘工程一应用物理学，能源与动力工程一应用化学。可参加拔尖人才培养特区选拔）	636	1210	647	0
2023	贵州	理科	本科一批	同济大学	工科试验班	工科试验班（建筑学，五年制、历史建筑保护工程、城乡规划，五年制、风景园林、城市设计、工业设计建筑规划景观与设计类可参加拔尖人才培养特区选拔。该专业不招色盲、色弱考生）	631	1468	646	0
2023	贵州	理科	本科一批	同济大学	工科试验班	工科试验班（新能源材料与器件、材料科学与工程、机械设计制造及其自动化、能源与动力工程、智能制造工程、飞行器制造工程、建筑环境与能源应用工程，智能化制造与先进材料类含双学位培养项目：能源与动力工程一应用化学。分流专业中建筑环境与能源应用工程专业二年级起每年收费标准7700元。可参加拔尖人才培养特区选拔）	630	1536	641	0
2023	贵州	理科	本科一批	同济大学	工科试验班	工科试验班（土木工程、智能建造、环境工程、给排水科学与工程、环境科学，智慧建造与低碳环境类含双学位培养项目：土木工程一法学，环境科学一会计学，土木工程一数学与应用数学，环境工程数学与应用数学。可参加拔尖人才培养特区选拔）	626	1779	647	0
2023	贵州	文科	本科一批	同济大学	工科试验班	工科试验班（建筑学，五年制、历史建筑保护工程、城乡规划，五年制、风景园林、城市设计、工业设计建筑规划景观与设计类可参加拔尖人才培养特区选拔。该专业不招色盲、色弱考生）	651	155	652	0
2023	贵州	文科	本科一批	同济大学	经济管理试验班	经济管理试验班（工程管理、信息管理与信息系统、物流管理、会计学、金融学，含双学位培养项目：金融学一数学与应用数学，环境科学一会计学。可参加拔尖人才培养特区选拔）	649	173	649	0
2023	贵州	文科	本科一批	同济大学	人文科学试验班	人文科学试验班（广播电视学、德语、英语、日语、哲学、文化产业管理、汉语言文学含双学位培养项目：德语一政治学与行政学，法学一英语。可参加拔尖人才培养特区选拔）	644	263	648	0
2023	贵州	文科	本科一批	同济大学	社会科学试验班	社会科学试验班（法学、政治学与行政学含双学位培养项目：德语一政治学与行政学，法学一英语，土木工程一法学。可参加拔尖人才培养特区选拔）	644	263	647	0
2023	贵州	理科	本科一批	中国人民大学	法学类	法学（入校后可参与选拔项目：法学一新闻学、工商管理一法学、涉外法治实验班3个双主学位项目；国际交流：含哈佛大学、鲁汶大学、新加坡国立大学等免学费交换项目，“亚洲校园十”项目，中日韩三国政府奖学金支持中欧欧洲法国际组织后备人才培养项目，国家留基委资助等）	671	172	673	0
2023	贵州	理科	本科一批	中国人民大学	金融学类	金融学类（金融学、金融工程、保险学、信用管理，入校后可参与选拔项目：金融学一数学、金融学一数据科学与大数据技术，工学2个双主学位项目；国际交流：含剑桥大学本科生访学、康奈尔大学暑期学校，伊利诺伊大学香槟分校、明尼苏达双城大学、杜伦大学、玛丽女王大学、法兰克福大学、新加坡管理大学双硕士学位联合培养等）	669	203	673	0
2023	贵州	理科	本科一批	中国人民大学	经济学类	经济学类（经济学、国民经济管理、能源经济、国际经济与贸易、数字经济，无时点专业选择；入校后可参与选拔项目：经济学一数学、应用经济一数据科学、应用经济一农村区域发展管理、经济学一社会学、经济学一历史学5个双主学位项目，经济学，中国特色经济学方向拔尖班；国际交流：含美玉伊利诺伊大学香槟分校、威斯康星大学麦迪逊分校等联合培养项目）	668	225	668	0
2023	贵州	理科	本科一批	中国人民大学	电子信息类	人工智能（拔尖班本硕博贯通长周期、有温度的”AI+交义培养，配有与国际接轨的专业课程，设置本科生科研领航计划”，已和20多家企事业单位成立了实践基地，和华为、快手、百度、京东、阿里开展了广泛科研合作，培养人工智能领域拔尖人才）	665	270	667	0
2023	贵州	理科	本科一批	中国人民大学	统计学类	统计学类（经济统计学、应用统计学、统计学、数据科学与大数据技术入校后可参与选拔项目：统计学，统计与数据科学拔尖班，应用经济一数据科学，理学、经济学、统计一公共管理，经济学、管理学、数据科学一营销管理，理学、管理学3个双主学位项目：国际交流：含威斯康星大学统计学本硕连读项目、爱荷华州立大学统计学博士推荐项目等）	663	305	665	0
2023	贵州	理科	本科一批	中国人民大学	工商管理类	"人力资源管理（经管试验班无时点专业选择：国际交流：含加拿大蒙特利尔大学等交换项目，免学费，美国罗格斯大学“2+1""“4+1""硕士项目，学院本硕学生可首接申请罗格斯大学的硕士并免修部分课程）"	660	386	662	0
2023	贵州	理科	本科一批	中国人民大学	工商管理类	工商管理类（工商管理、财务管理、会计学、市场营销、管理科学，商业数据分析方向贸易经济无时点专业选择：入校后可参与选拔项目：中意美三学位管理学本科项目，工商管理一法学、营销管理一数据科学2个双主学位项目；培养专业含会计学，智能会计方向；国际交流：含英国华威大学、荷兰阿姆斯特丹大学、西班牙IE商学院、香港城市大学等校免学费交流项目）	660	386	662	0
2023	贵州	理科	本科一批	中国人民大学	计算机类	计算机类（计算机科学与技术、软件工程、信息安全、数据科学与大数据技术、信息管理与信息系统无时点专业选择；入校后可参与选拔项目：金融学一数据科学与大数据技术，工学、大数据技术一农林经济管理2个双主学位项目，信息管理与信息系统拔尖人才实验班：国际交流：含美国纽约州立大学宾汉姆顿分校双学位项目、英国曼彻斯特大学硕士项目、新加坡管理大学硕士项目）	659	402	660	0
2023	贵州	理科	本科一批	中国人民大学	社会科学试验班	社会科学试验班（农林经济管理大数据技术与农林经管双主学位项自农业与农村发展学院和信息学院联合建设，毕北获管理学、工学双主学十学位）	658	432	662	0
2023	贵州	文科	本科一批	中国人民大学	法学类	法学（入校后可参与选拔项目：法学一新闻学、工商管理一法学、涉外法治实验班3个双主学位项目：国际交流：含哈佛大学、鲁汶大学、新加坡国立大学等免学费交换项目，“亚洲校园十”项目，中日韩三国政府奖学金支持、中欧欧洲法玉际组织后备人才培养项目，国家留基委资助等）	667	37	668	0
2023	贵州	文科	本科一批	中国人民大学	新闻传播学类	新闻传播学类（新闻学、广播电视学、广告学、传播学、国际新闻与传播无时点专业选择：入校后可参与选拔项目：法学一新闻学，保研率超70%传播学一公共管理、新媒体运营一数据管理3个双主学位项目，创意传播实验班：国际交流：与哥伦比亚大学、加州大学戴维斯分校等世界知名大学新闻院系是姊妹院校合作关系，境外交流奖学金资助全员覆盖）	665	46	666	0
2023	贵州	文科	本科一批	中国人民大学	社会科学试验班	社会科学试验班（信息资源管理社会学与信管双主学位项目信息资源管理学院和社会与人口学院联合建设，毕业获管理学、法学双主学士学位）	664	52	664	0
2023	贵州	文科	本科一批	中国人民大学	经济学类	经济学类（经济学、国民经济管理、能源经济、国际经济与贸易、数字经济，无时点专业选择：入校后可参与选拔项目：经济学一数学、应用经济一数据科学、应用经济一农村区域发展管理、经济学一社会学、经济学一历史学5个双主学位项目，经济学，中国特色经济学方向拔尖班；国际交流：含美玉伊利诺伊大学香槟分校、威斯康星大学麦迪逊分校等联合培养项目）	663	57	665	0
2023	贵州	文科	本科一批	中国人民大学	金融学类	金融学类（金融学、金融工程、保险学、信用管理，入校后可参与选拔项目：金融学一数学、金融学一数据科学与大数据技术，工学2个双主学位项目；国际交流：含剑桥大学本科生访学、康奈尔大学暑期学校，伊利诺伊大学香槟分校、明尼苏达双城大学、杜伦大学、玛丽女王大学、法兰克福大学、新加坡管理大学双硕士学位联合培养等）	662	63	663	0
2023	贵州	文科	本科一批	中国人民大学	工商管理类	"人力资源管理（经管试验班无时点专业选择：国际交流：含加拿大蒙特利尔大学等交换项目，免学费，美国罗格斯大学“2+1""“4+1”""硕士项目，学院本硕学生可直接申请罗格斯大学的硕士并免修部分课程）"	661	66	661	0
2023	贵州	文科	本科一批	中国人民大学	工商管理类	工商管理类（工商管理、财务管理、会计学、市场营销、管理科学，商业数据分析方向贸易经济无时点专业选择：入校后可参与选拔项目：中意美三学位管理学本科项目，工商管理一法学、营销管理一数据科学2个双主学位项目；培养专业含会计学，智能会计方向；国际交流：含英国华威大学、荷兰阿姆斯特丹大学、西班牙IE商学院、香港城市大学等校免学费交流项目）	661	66	662	0
2023	贵州	文科	本科一批	中国人民大学	社会科学试验班	社会科学试验班（信息资源管理新媒体运营与数据管理双主学位项目信息资源管理学院和新闻学院联合建设，毕业获管理学、文学双主学士学位）	660	74	660	0
2023	贵州	文科	本科一批	中国人民大学	社会科学试验班	社会科学试验班（农村区域发展，应用经济与农村发展管理双主学位项目农业与农村发展学院与应用经济学院联合建设，毕业获管理学、乡经济学双主学士学位）	660	74	664	0
2023	贵州	文科	本科一批	中国人民大学	社会学类	社会学类（社会学、社会工作无时点专业选择：国际交流：含芝加哥大学、加州大学、密歇根大学等名校学生交换项目，专项奖学金支持，台湾辅仁大学等联合培养项目；含“定量数据分析方法及其应用”荣誉辅修学位项目，“数字社会治理未来领军人才专项首博生项目，“航笙优才培养项目”）	659	81	659	0
2023	贵州	文科	本科一批	中国人民大学	人文科学试验班	人文科学试验班（哲学、宗教学、伦理学、汉语言文学、汉语言、历史学、世界史、考古学、艺术管理，艺术管理专业选择遵循学生意愿，不设人数限制入校后可参与选拔项目：古典学实验班，政治学一历史学、经济学一历史学、社会学一历史学、国学一古典学，保研率超80%4个双主学位项自：国际交流：含日本东京大学互访研学项目、牛津大学赫特福德学院学生交换项目、比利时特大学和美国夏威夷大学3+1+1本硕联合培养项目等）	659	81	662	0
2023	贵州	理科	本科一批	北京师范大学	心理学类	心理学（含心理学、心理学<励耘实验班>，入校后按要求选拔部分学生进入励耘实验班）	655	531	660	0
2023	贵州	理科	本科一批	北京师范大学	理科试验班	理科试验班（数学与应用数学、物理学、化学、生物科学励耘实验班，可选数学与应用数学、牛物理学、化学、生物科学）	645	821	647	0
2023	贵州	理科	本科一批	北京师范大学	数学类	数学与应用数学	640	1032	643	0
2023	贵州	理科	本科一批	北京师范大学	化学类	化学	635	1261	642	0
2023	贵州	理科	本科一批	北京师范大学	计算机类	计算机科学与技术	631	1468	639	0
2023	贵州	理科	本科一批	北京师范大学	生物科学类	生物科学类（生物技术、生态学、生物科学）	628	1669	638	0
2023	贵州	理科	本科一批	北京师范大学	教育学类	教育学类（教育学、教育技术学、学前教育、特殊教育）	625	1839	630	0
2023	贵州	理科	本科一批	北京师范大学	天文学类	天文学	621	2142	623	0
2023	贵州	理科	本科一批	北京师范大学	地理科学类	地理科学类（自然地理与资源环境、人文地理与城乡规划、地理信息科学）	621	2142	634	0
2023	贵州	理科	本科一批	北京师范大学	工商管理类	工商管理（数字企业管理实验班）	617	2457	618	0
2023	贵州	理科	本科一批	北京师范大学	地理科学类	地理科学（励耘实验班）	614	2699	625	0
2023	贵州	文科	本科一批	北京师范大学	中国语言文学类	汉语言文学	651	155	659	0
2023	贵州	文科	本科一批	北京师范大学	新闻传播学类	传播学（网络新媒体方向）	651	155	653	0
2023	贵州	文科	本科一批	北京师范大学	法学类	法学（卓越实验班）	649	173	653	0
2023	贵州	文科	本科一批	北京师范大学	哲学类	哲学	649	173	649	0
2023	贵州	文科	本科一批	北京师范大学	公共管理类	公共管理类（信息管理与信息系统，大数据治理方向、人力资源管理、2公共事业管理）	649	173	649	0
2023	贵州	理科	本科一批	天津大学	工科试验班	工科试验班（智能与计算类含人工智能、网络空间安全、计算机科学与技术、软件工程专业。大类中软件工程专业后两年收费14000元／年北洋园校区）	629	1605	640	0
2023	贵州	理科	本科一批	天津大学	工科试验班	工科试验班（电气信息类含电气工程及其自动化、电子信息工程、通信工程、物联网工程、自动化、智能电网信息工程专业卫津路校区）	627	1724	632	0
2023	贵州	理科	本科一批	天津大学	工科试验班	工科试验班（智能制造与建造含港口航道与海岸工程水利水电工程、土木工程、能源与动力工程、工业设计、机械设计制造及其自动化、工程力学、智能制造工程、材料成型及控制工程、建筑环境与能源应用工程、过程装备与控制工程专业，北洋园校区）	620	2214	628	0
2023	贵州	理科	本科一批	天津大学	工科试验班	工科试验班（化工能源与生命医药类含化学工程与工艺生物工程、合成生物学、食品科学与工程、精细化工、制药工程专业，北洋园校区）	618	2374	626	0
2023	贵州	理科	本科一批	天津大学	建筑类	建筑类（建筑学、城乡规划、风景园林卫津路校区）	618	2374	627	0
2023	贵州	理科	本科一批	南开大学	临床医学类	眼视光医学（仅录取填报该专业志愿的考生）	648	722	648	0
2023	贵州	理科	本科一批	南开大学	理科试验班	理科试验班（数学与应用数学、信息与计算科学、数据科学与大数据技术、纟统计学数学与大数据）	645	821	650	0
2023	贵州	理科	本科一批	南开大学	金融学类	金融学类（金融学、保险学、金融工程、精算学、金融科技）	637	1166	652	0
2023	贵州	理科	本科一批	南开大学	理科试验班	理科试验班（物理学、应用物理学、光电信息科学与工程、电子信息科学与技术、微电子科学与工程、电子科学与技术、通信工程，物理与光电信息技术工程）	637	1166	644	0
2023	贵州	理科	本科一批	南开大学	临床医学类	临床医学（5十3一体化仅录取填报该专业志愿的考生，本硕连读）	635	1261	647	0
2023	贵州	理科	本科一批	南开大学	口腔医学类	口腔医学（仅录取填报该专业志愿的考生）	635	1261	644	0
2023	贵州	理科	本科一批	南开大学	经济学类	经济学类（经济学、国际经济与贸易、财政学、商务经济学、数字经济）	635	1261	648	0
2023	贵州	理科	本科一批	南开大学	工科试验班	工科试验班（计算机科学与技术、信息安全、生物联网工程、密码科学与技术、自动化、智能科学与技术、软件工程信息科学与技术含人工智能、计算机、新一代智能软件特色培养项目班，信息安全一法学双学位试点班）	634	1303	643	0
2023	贵州	理科	本科一批	南开大学	理科试验班类	理科试验班类（化学、应用化学、化学生物学、新能源科学与工程、分子科学与工程、生物科学、生物技术、环境科学、环境工程、资源循环科学与工程、药学、药物化学、材料物理、材料化学，物质科学与可持续发展所有专业方向均设有特色培养项目进行小班化教学）	621	2142	633	0
2023	贵州	理科	本科一批	南开大学	工商管理类	工商管理类（工商管理、人力资源管理、财务管理、会计学、会计学，国际会计、市场营销、物流管理、图书馆学档案学、旅游管理、会展经济与管理国际会计特色班是与加拿大特许专业会计师协会合作培养，主要专业课双语授课；工商管理专业核心课程则采用全英文授课）	597	4482	630	0
2023	贵州	文科	本科一批	南开大学	经济学类	经济学类（经济学、国际经济与贸易、财政学、商务经济学、数字经济）	652	148	656	0
2023	贵州	文科	本科一批	南开大学	中国语言文学类	中国语言文学类（汉语言文学、新闻学、『网络与新媒体、汉语国际教育国家文科基础学科人才培养和科学研究优秀基地，国家级一流本科专业，中国语言文学博士一级学科；汉语国际教育为八大国家对外汉语教学基地之一。各专业均有与海列外名校的交流项目）	647	205	655	0
2023	贵州	文科	本科一批	南开大学	哲学类	哲学类（哲学、逻辑学，仅录取填报该专业志愿的考生）	646	220	646	0
2023	贵州	文科	本科一批	南开大学	工商管理类	工商管理类（工商管理、人力资源管理、财务管理、会计学、会计学，国际会计、市场营销、物流管理、图书馆学、档案学、旅游管理、会展经济与管理，国际会计特色班是与加拿大特许专业会计师协会合作培养，主要专业课双语授课；工商管理专业核儿心课程则采用全英文授课）	646	220	650	0
2023	贵州	文科	本科一批	南开大学	公共管理类	公共管理类（政治学与行政学、行政管理、国际政治、社会学、社会工作、城市管理，PPE政经哲特色实验班为人文社科类最顶尖专业之一；城市管理专业与英国格拉斯哥大学合作培养，天津南开区）	646	220	647	0
2023	贵州	文科	本科一批	南开大学	公共管理类	公共管理类（政治学与行政学、行政管理、国际政治、社会学、社会工作、城市管理，PPE政经哲特色实验班为人文社科类最顶尖专业之一；城市管理专业与英国格拉斯哥大学合作培养，民族班）天津南开）	639	369	643	0
2023	贵州	理科	本科一批	山东大学	临床医学类	临床医学（5+3一体化，不招收色弱、色盲考生）	642	944	648	0
2023	贵州	理科	本科一批	山东大学	数学类	数学类（数学与应用数学、信息与计算科学、统计学含潘承洞基地班、数学拔尖20班，泰山学堂）	616	2539	618	0
2023	贵州	理科	本科一批	山东大学	电气类	电气工程及其自动化（含卓越工程师培养计划、全球能源口联网新工科特色班）	612	2867	621	0
2023	贵州	理科	本科一批	山东大学	临床医学类	临床医学（五年制不招收色弱、色盲考生）	611	2975	638	0
2023	贵州	理科	本科一批	山东大学	电子信息类	电子信息类（通信工程、电子科学与技术、光电信息科学与工程通信电子与光电方向含崇新学堂、微纳实验班、光电精英班；青岛校区）	611	2975	617	0
2023	贵州	理科	本科一批	山东大学	计算机类	计算机类（计算机科学与技术、人工智能，计算机与智能方向含计算机拔尖20班，泰山学堂、计算机菁英班、新工科创新实验班；青岛校区）	611	2975	622	0
2023	贵州	理科	本科一批	山东大学	计算机类	网络空间安全（可向密码科学与技术分流；青岛校区）	609	3153	619	0
2023	贵州	理科	本科一批	山东大学	计算机类	计算机类（软件工程、数字媒体技术、类数据科学与大数据技术，软件数媒与大数据方向含人工智能国际班，新工科创新实验班、软件菁英班）	608	3254	616	0
2023	贵州	理科	本科一批	山东大学	自动化类	自动化类（自动化、机器人工程含卓越工程师培养计划、自动化科学新工科实验班）	607	3342	613	0
2023	贵州	理科	本科一批	山东大学	能源动力类	能源动力类（能源与动力工程、能源与环境系统工程、新能源科学与工程、储能科学与工程含能源与环境系统工程实验班）	603	3771	607	0
2023	贵州	理科	本科一批	山东大学	经济学类	经济学类（经济学、财政学、金融学、国际经济与贸易含经济学拔尖20班，薛暮桥班、彭实戈班、PPE新文科基地班等；不招收单色识别不全考生）	601	3998	621	0
2023	贵州	理科	本科一批	山东大学	机械类	机械类（机械设计制造及其自动化、智能制造工程，含卓越工程师培养计划）	601	3998	606	0
2023	贵州	理科	本科一批	山东大学	物理学类	物理学类（物理学、应用物理学，含王淦昌基地班、物理拔尖20班，泰山学堂、严济慈英才班）	599	4233	626	0
2023	贵州	理科	本科一批	山东大学	环境科学与工程类	环境科学与工程类（环境工程、环境科学含环境健康菁英班；青岛校区）	598	4345	606	0
2023	贵州	理科	本科一批	山东大学	医学技术类	智能医学工程（可向生物医学工程分流：含医工融合基地班）	598	4345	601	0
2023	贵州	理科	本科一批	山东大学	土木类	土木类（工程力学、土木、水利与海洋工程，含钱七虎学堂”）	597	4482	604	0
2023	贵州	理科	本科一批	山东大学	化学类	化学类（化学、化学工程与工艺，含邓从豪基地班、化学拔尖20班，泰山学堂;不招收色弱、色盲考生）	596	4615	608	0
2023	贵州	理科	本科一批	山东大学	公共卫生与预防医学类	预防医学（五年制，不招收色弱、色盲考生）	595	4752	603	0
